LEAID,LEANM,STNAME,per_pupil_exp,poverty_rate,PCTPROF_RLA_clean,predicted_reading,residual_reading,PCTPROF_MTH_clean,predicted_math,residual_math
0100600,Chambers County,ALABAMA,10687.729196050775,26.70702179176756,38.0,39.326768541731084,-1.3267685417310844,36.0,35.286165585444806,0.713834414555194
0100630,Cherokee County,ALABAMA,13520.0813421454,21.93446088794926,41.0,44.23536167510895,-3.2353616751089476,46.0,39.719655184262024,6.280344815737976
0100660,Chilton County,ALABAMA,9450.172259793288,22.29094188893184,39.0,43.62396635371598,-4.6239663537159785,41.0,39.48647158642926,1.5135284135707394
0100690,Choctaw County,ALABAMA,11836.153846153846,28.827877507919748,25.0,37.29815469766129,-12.298154697661289,23.0,33.25486780288102,-10.254867802881023
0100720,Clarke County,ALABAMA,11162.19512195122,32.525597269624576,37.0,33.59149221390751,3.4085077860924926,39.0,29.78124749962266,9.218752500377342
0100750,Clay County,ALABAMA,9855.995717344753,24.637681159420293,37.0,41.32442755765242,-4.32442755765242,43.0,37.26079053878483,5.739209461215168
0100810,Coffee County,ALABAMA,9747.068676716915,20.27027027027027,47.0,45.64499573890094,1.3550042610990616,48.0,41.386493794353285,6.613506205646715
0100840,Colbert County,ALABAMA,12270.614692653671,19.597847635230814,38.0,46.47135072375247,-8.471350723752472,37.0,41.957198745203826,-4.957198745203826
0100870,Conecuh County,ALABAMA,10966.512107161258,38.35616438356164,30.0,27.801823147167767,2.1981768528322334,31.0,24.282025390166744,6.717974609833256
0100930,Covington County,ALABAMA,11618.754055807916,26.093424576019043,50.0,39.99381475038989,10.006185249610112,48.0,35.84177512223117,12.15822487776883
0101020,Cullman County,ALABAMA,11057.245458386144,19.04677218566601,48.0,46.94041767100721,1.0595823289927893,54.0,42.508236536832165,11.491763463167835
0101050,Dale County,ALABAMA,10910.00313577924,23.876166242578456,53.0,42.14584036891982,10.85415963108018,60.0,37.952915061740796,22.047084938259204
0101080,Daleville City,ALABAMA,10064.397424103036,24.14187643020595,36.0,41.828918865655496,-5.8289188656554956,27.0,37.723550010315215,-10.723550010315215
0101110,Dallas County,ALABAMA,11854.641559299636,37.04545454545455,29.0,29.156886944358,-0.15688694435799988,30.0,25.496814641519386,4.503185358480614
0101140,DeKalb County,ALABAMA,11462.478777589136,28.36450839328537,35.0,37.73358305350384,-2.7335830535038426,37.0,33.70178733967012,3.298212660329881
0101170,Decatur City,ALABAMA,13036.096103000344,22.59186779734725,41.0,43.5532641995675,-2.5532641995675007,49.0,39.11133708995996,9.88866291004004
0101200,Demopolis City,ALABAMA,9756.317689530686,32.897033158813265,40.0,33.13427099015063,6.8657290098493675,39.0,29.466301295960516,9.533698704039484
0101230,Dothan City,ALABAMA,11498.048399687745,22.63381779510812,42.0,43.414132057535305,-1.414132057535305,42.0,39.11078928120602,2.889210718793983
0101290,Elmore County,ALABAMA,9585.41065337182,15.439856373429084,51.0,50.420988532278045,0.5790114677219549,52.0,45.95062159088282,6.049378409117182
0101320,Enterprise City,ALABAMA,10345.97649858694,18.66965925321363,56.0,47.2689633262482,8.731036673751802,60.0,42.8823003854782,17.117699614521797
0101350,Escambia County,ALABAMA,12072.508266414738,30.271317829457367,43.0,35.88290540483028,7.117094595169718,44.0,31.88622510028402,12.113774899715981
0101380,Etowah County,ALABAMA,9777.398067405138,18.34110938310005,53.0,47.55844149175147,5.4415585082485265,49.0,43.20689638990864,5.793103610091357
0101410,Eufaula City,ALABAMA,7356.91910816289,34.51050514081359,34.0,31.383346305050956,2.6166536949490435,23.0,28.004071548834673,-5.004071548834673
0101470,Fayette County,ALABAMA,10526.064291920067,37.59590792838875,45.0,28.527188572357225,16.472811427642775,42.0,25.010908964292682,16.989091035707318
0101530,Florence City,ALABAMA,15164.315937940764,20.883218842001963,48.0,45.38129345504879,2.618706544951209,56.0,40.67030185760072,15.32969814239928
0101560,Fort Payne City,ALABAMA,11642.659279778394,32.304038004750595,43.0,33.84150381137577,9.158496188624227,46.0,29.978204694136327,16.021795305863673
0101590,Franklin County,ALABAMA,11522.318998366902,25.966562173458723,37.0,40.11339986425449,-3.1133998642544896,38.0,35.963984848893034,2.036015151106966
0101620,Gadsden City,ALABAMA,10975.548710050058,35.23471105292688,41.0,30.8953090442334,10.1046909557666,42.0,27.228520429073875,14.771479570926125
0101640,Geneva City,ALABAMA,13773.41873498799,31.81357649442756,50.0,34.46264508625285,15.537354913747151,53.0,30.387107713767012,22.612892286232988
0101660,Geneva County,ALABAMA,9883.636363636364,24.85858886573385,47.0,41.107293075052496,5.892706924947504,54.0,37.0515466807888,16.948453319211197
0101690,Guntersville City,ALABAMA,13822.554783538217,23.175319789315274,54.0,43.02503576651354,10.97496423348646,56.0,38.540575162837555,17.459424837162445
0101710,Hale County,ALABAMA,10191.720257234729,33.706004140786746,34.0,32.36031640998808,1.63968359001192,32.0,28.691558184728006,3.308441815271994
0101730,Hartselle City,ALABAMA,10406.16892476218,12.18925421010425,65.0,53.6939337848967,11.3060662151033,66.0,48.998424968555476,17.001575031444524
0101740,Henry County,ALABAMA,10151.25709651257,23.93617021276596,42.0,42.03825415445661,-0.03825415445660951,36.0,37.91553592805087,-1.915535928050872
0101760,Homewood City,ALABAMA,17192.91705498602,7.759303246239114,68.0,58.513895813223996,9.486104186776004,75.0,53.00807316596119,21.991926834038807
0101800,Huntsville City,ALABAMA,10982.036427291294,20.385634917753,46.0,45.60902581649674,0.3909741835032605,44.0,41.246228699520394,2.753771300479606
0101830,Jackson County,ALABAMA,11342.139778902005,22.641828958509738,46.0,43.39630411510335,2.603695884896652,49.0,39.1071853739447,9.892814626055298
0101860,Jacksonville City,ALABAMA,10414.30332922318,23.19391634980989,59.0,42.79040757858964,16.209592421410363,60.0,38.60956158128714,21.39043841871286
0101890,Jasper City,ALABAMA,11227.305737109658,24.36693741041567,52.0,41.679684532805254,10.320315467194746,50.0,37.48155875426993,12.518441245730067
0101920,Jefferson County,ALABAMA,11707.44357998124,17.46620657447526,37.0,48.547776724079384,-11.547776724079384,33.0,43.983817440389885,-10.983817440389885
